Company,Company Name,ROCE,ROE,Market Cap,Stock P/E,Dividend Yield,EPS
UNITDSPR,United Spirits Limited,26.3,20,"99,080",56.6,0.9,7.27
UNITECH,Unitech Limited,-19,,"1,125",,0,-1.52
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,10.1,8.7,236,11.1,0.64,9.89
UNIVASTU,Univastu India Limited,12.4,9.31,219,16.6,0,1.29
UNIVCABLES,Universal Cables Limited,10.5,6.74,"2,522",27.2,0.56,10.53
UNIVPHOTO,Universus Photo Imagings Limited,4.38,3.45,208,7.75,0,5.66
UNOMINDA,UNO Minda Limited,18,17.7,"68,150",71.8,0.2,5.87
UPL,UPL Limited,1.26,8.2,"59,481",55.1,0.84,3.23
URAVIDEF,Uravi Defence and Technology Limited,7.33,4.99,216,128,0,0.35
URBANCO,Urban Company Limited,4.28,14.7,"18,233",510,0,-0.11
URJA,Urja Global Limited,1.43,0.99,534,215,0,0.01
USHAMART,Usha Martin Limited,26.6,21.1,"12,467",37.7,0.72,2.44
USK,Udayshivakumar Infra Limited,-0.92,-5.07,115,,0,0.15
UTIAMC,UTI Asset Management Company Limited,23.7,17.5,"12,495",17.5,2.63,9.62
UTKARSHBNK,Utkarsh Small Finance Bank Limited,7.17,0.79,"2,426",,0,-1.96
UTLSOLAR,Fujiyama Power Systems Limited,38.9,49.1,"6,036",32.2,0,2.25
UTTAMSUGAR,Uttam Sugar Mills Limited,11.8,12.4,821,6.93,1.16,0.39
V2RETAIL,V2 Retail Limited,16.8,22.9,"7,280",70.4,0,5.23
VADILALIND,Vadilal Industries Limited,28.9,25.6,"3,149",33.8,0.47,18.43
VAIBHAVGBL,Vaibhav Global Limited,21,22.1,"3,742",25.5,2.64,2.25
VAISHALI,Vaishali Pharma Limited,4.93,1.52,105,,0,0.09
VAKRANGEE,Vakrangee Limited,8.53,5.87,747,64.2,0,0.03
VALIANTLAB,Valiant Laboratories Limited,-1.05,-1.4,318,46.5,0,0.03
VALIANTORG,Valiant Organics Limited,2.97,-0.45,679,31.2,0,2
VARDHACRLC,Vardhman Acrylics Limited,6.68,4.86,292,21.5,4.13,0.92
VARDMNPOLY,Vardhman Polytex Limited,,,273,8.59,0,0.14
VARROC,Varroc Engineering Limited,19.7,17.7,"8,829",27.5,0.18,4.43
VASCONEQ,Vascon Engineers Limited,7.82,6.34,947,11.5,0,0.51
VASWANI,Vaswani Industries Limited,11.1,8.48,174,13.4,0,0.41
VBL,Varun Beverages Limited,23.8,20.1,"1,59,393",60.8,0.21,1.71
VEDL,Vedanta Limited,18.5,21.8,"2,65,965",53,6.32,7.43
VEEDOL,Veedol Corporation Limited,19.2,17.6,"2,500",19.6,3.76,15.15
VENKEYS,Venky's (India) Limited,11.2,8.21,"2,155",93.8,0.66,-18.83
VENTIVE,Ventive Hospitality Limited,10,5.63,"17,401",89.6,0,2.4
VENUSPIPES,Venus Pipes & Tubes Limited,25,19.8,"2,111",22.8,0.1,12.67
VERANDA,Veranda Learning Solutions Limited,3.01,-0.56,"1,962",,0,0.13
VERTOZ,Vertoz Limited,4.87,3.15,465,72.4,0,0.2
VESUVIUS,Vesuvius India Limited,25.5,19.3,"9,875",40.5,0.31,3.03
VETO,Veto Switchgears And Cables Limited,11,8.64,190,8.95,1.02,2.98
VGL,VARVEE GLOBAL LIMITED,-37.3,-348,317,15.9,0,3.96
VGUARD,V-Guard Industries Limited,17.2,13.6,"15,396",60.3,0.45,0.97
VHL,Vardhman Holdings Limited,5.56,3.96,"1,047",24.8,0.15,104.06
VIDHIING,Vidhi Specialty Food Ingredients Limited,18.7,14.9,"1,562",32.4,1.6,2.14
VIDYAWIRES,Vidya Wires Limited,24.5,28,989,22.8,0,0.65
VIJAYA,Vijaya Diagnostic Centre Limited,20.2,18.1,"9,845",66.1,0.21,4.16
VIJIFIN,Viji Finance Limited,2.42,1.01,34.5,29,0,0.07
VIKASECO,Vikas EcoTech Limited,2.75,1.37,272,64,0,0
VIKASLIFE,Vikas Lifecare Limited,-1.8,-1.69,316,,0,-0.02
VIKRAMSOLR,Vikram Solar Limited,26.1,16.2,"7,392",16.7,0,2.66
VIKRAN,Vikran Engineering Limited,27.2,20.5,"2,294",27.1,0,0.35
VIMTALABS,Vimta Labs Limited,25.2,19.4,"1,839",24.2,0.25,3.94
VINATIORGA,Vinati Organics Limited,20.6,15.8,"15,775",34,0.5,12.45
VINCOFE,Vintage Coffee And Beverages Limited,3.25,2.49,"2,115",173,0.07,0.23
VINDHYATEL,Vindhya Telelinks Limited,11.7,8.53,"1,449",12.3,1.3,26.76
VINEETLAB,Vineet Laboratories Limited,-28,-89.5,63.6,,0,0.21
VINNY,Vinny Overseas Limited,12.8,9.36,49.8,10.2,0,0
VINYLINDIA,Vinyl Chemicals (India) Limited,21.1,15.6,397,20.7,3.24,2.46
VIPCLOTHNG,VIP Clothing Limited,6.21,3.38,232,26.2,0,0.25
VIPIND,VIP Industries Limited,-2.99,-14.2,"5,314",,0,-9.79
VIRINCHI,Virinchi Limited,6.02,3.94,213,11.4,0,0.74
VISAKAIND,Visaka Industries Limited,3.61,0.02,544,26.7,0.78,-0.95
VISASTEEL,Visa Steel Limited,-5.47,,443,,0,-1.75
VISHNU,Vishnu Chemicals Limited,14.7,11.3,"3,536",47.5,0.06,2.9
VISHWARAJ,Vishwaraj Sugar Industries Limited,0.49,-13.5,136,,0,-0.66
VIVIDHA,Visagar Polytex Limited,-14.4,-84.5,16.7,,0,-0.01
VIVIMEDLAB,Vivimed Labs Limited,-6.45,-42.6,73.4,,0,-0.9
VIYASH,Viyash Scientific Limited,2.4,1.53,"8,827",566,0,0.12
VLEGOV,VL E-Governance & IT Solutions Limited,0.11,0.11,160,"1,452",0,-0.05
VLSFINANCE,VLS Finance Limited,2.87,2.3,832,,0.58,1.6
VMART,V-Mart Retail Limited,8.5,3.08,"5,013",42.2,0,11.08
VMM,Vishal Mega Mart Limited,10.1,7.62,"58,740",98.4,0,0.39
VMSTMT,VMS TMT Limited,14,24.6,247,16.7,0,0.43
VOLTAMP,Voltamp Transformers Limited,29.1,21.7,"7,459",22.7,1.36,77.94
VOLTAS,Voltas Limited,12.7,9.79,"43,864",89.3,0.52,1.45
VPRPL,Vishnu Prakash R Punglia Limited,11.4,7.81,553,18,0,0.29
VRAJ,Vraj Iron and Steel Limited,18.4,14.6,406,12.7,0,2.18
VRLLOG,VRL Logistics Limited,15.7,17.4,"4,743",20.3,2.79,2.85
VSSL,Vardhman Special Steels Limited,16.5,12.1,"2,455",22.8,1.18,3.48
VSTIND,VST Industries Limited,20.8,16.5,"3,983",17.5,4.18,3.55
VSTL,Vibhor Steel Tubes Limited,8.14,6.26,218,17.6,0,0.75
VSTTILLERS,V.S.T Tillers Tractors Limited,12.5,9.54,"4,780",49.4,0.37,29.42
VTL,Vardhman Textiles Limited,10.7,8.86,"12,583",15.8,1.12,5.88
WAAREEENER,Waaree Energies Limited,34,26.3,"80,309",22.2,0.07,35.1
WAAREERTL,Waaree Renewable Technologies Limited,82.1,65.4,"9,457",22.4,0.11,11.66
WABAG,VA Tech Wabag Limited,22.9,16.5,"6,724",22.8,0.39,11.29
WAKEFIT,Wakefit Innovations Limited,-1.53,-8.2,"5,974",,0,2.26
WALCHANNAG,Walchandnagar Industries Limited,-8.33,-25.3,"1,269",,0,0.69
WANBURY,Wanbury Limited,33.9,66.9,730,14.6,0,4.35
WCIL,Western Carriers (India) Limited,13.2,10.6,"1,119",23.8,0,0.88
WEALTH,Wealth First Portfolio Managers Limited,37.5,28.5,918,29.6,2.29,8.36
WEBELSOLAR,Websol Energy System Limited,59.2,80.2,"3,427",14.9,0,1.54
WEIZMANIND,Weizmann Limited,16.4,12.5,129,15.4,0.61,1.34
WEL,Wonder Electricals Limited,18.1,25.2,"1,865",103,0.22,0.02
WELCORP,Welspun Corp Limited,18.2,13.5,"19,189",25.5,0.7,13.87
WELENT,Welspun Enterprises Limited,16.2,12,"6,499",20.7,0.68,5.29
WELINV,Welspun Investments and Commercials Limited,0.83,0.62,453,135,0,9.55
WELSPUNLIV,Welspun Living Limited,13.8,13.2,"11,889",29,1.37,1.54
WENDT,Wendt (India) Limited,21.3,16.3,"1,400",50.4,0.72,28.95
WESTLIFE,WESTLIFE FOODWORLD LIMITED,-0.08,0.18,"7,767",499,0.16,-0.01
WEWIN,WE WIN LIMITED,10.7,6.04,46,14.5,0,1.76
WEWORK,WeWork India Management Limited,137,,"7,654",32.8,0,1.12
WHEELS,Wheels India Limited,16.1,12.7,"1,863",15.3,1.51,13.12
WHIRLPOOL,Whirlpool of India Limited,12.7,9.17,"9,875",34.2,0.66,2.14
WILLAMAGOR,Williamson Magor & Company Limited,-52.9,,31.4,,0,-21.18
WINDLAS,Windlas Biotech Limited,16.9,12.7,"1,786",26.7,0.71,8.45
WINDMACHIN,Windsor Machines Limited,1.81,-3.45,"2,333",,0,-0.35
WIPL,The Western India Plywoods Limited,8.46,6.27,129,43.4,0.8,0.65
WIPRO,Wipro Limited,23,17.8,"2,48,337",20.7,4.62,2.65
WOCKPHARMA,Wockhardt Limited,4.4,-0.53,"22,509",160,0,3.32
WONDERLA,Wonderla Holidays Limited,7.82,7.51,"3,166",38.6,0.4,-0.28
WORTHPERI,Worth Peripherals Limited,12.6,9.51,214,11.9,0.73,2.77
WSI,W S Industries (I) Limited,4.03,-5.39,512,,0,0.04
WSTCSTPAPR,West Coast Paper Mills Limited,14.1,11.1,"2,648",14.3,1.22,6.82
XCHANGING,Xchanging Solutions Limited,7.8,6.48,796,19.9,2.82,2.15
XELPMOC,Xelpmoc Design And Tech Limited,-11.3,-11.8,203,,0,-1.29
XPROINDIA,Xpro India Limited,9.45,7.51,"2,198",75.4,0.2,2.5
XTGLOBAL,Xtglobal Infotech Limited,3.95,2.61,355,78.9,0.2,0.13
YASHO,Yasho Industries Limited,7.11,1.61,"1,481",125,0.04,2.38
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,10.1,7.25,"5,689",61.8,0,2.14
YATRA,Yatra Online Limited,3.18,2.45,"2,311",76.5,0,0.45
YESBANK,Yes Bank Limited,6.34,5.38,"67,277",21.4,0,0.3
YUKEN,Yuken India Limited,7.33,4.96,"1,106",75,0.21,3.05
ZAGGLE,Zaggle Prepaid Ocean Services Limited,13,9.6,"3,815",34.3,0,2.48
ZEEL,Zee Entertainment Enterprises Limited,9.83,7.58,"8,115",17.5,2.82,1.16
ZEELEARN,Zee Learn Limited,28.4,40.1,212,3.78,0,0.01
ZEEMEDIA,Zee Media Corporation Limited,-17.4,-24.1,486,,0,-0.38
ZENITHEXPO,Zenith Exports Limited,-1.46,-2.96,113,46.5,0,1.56
ZENITHSTL,Zenith Steel Pipes & Industries Limited,,,72.1,16.5,0,0.04
ZENSARTECH,Zensar Technologies Limited,24.6,20.2,"14,798",22.7,2.01,7.13
ZENTEC,Zen Technologies Limited,32.9,24.6,"12,815",61.9,0.14,5.11
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,20.2,15.1,"28,460",59.7,0.13,56.13
ZIMLAB,Zim Laboratories Limited,8.21,4.93,376,45.8,0,0.02
ZODIAC,Zodiac Energy Limited,20,27.5,395,19.2,0.29,1.77
ZODIACLOTH,Zodiac Clothing Company Limited,-8.32,-19.7,225,,0,-4.2
ZOTA,Zota Health Care LImited,5.68,3.93,"4,353",212,0.08,3.23
ZUARI,Zuari Agro Chemicals Limited,-0.17,-52.3,"1,165",,0,236.74
ZUARIIND,ZUARI INDUSTRIES LIMITED,3.44,0.95,814,34,0.37,1.05
ZYDUSLIFE,Zydus Lifesciences Limited,30.6,31.2,"89,223",18.5,1.24,11.49
ZYDUSWELL,Zydus Wellness Limited,1.08,0.74,"14,327",421,0.28,0.24
